FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_SelectionMode
fish3+4,143.15,4883,244.15,20.0,20.0,106.90974152416844,69.91001312782599,62.53333333333333,4095.2597648843375,287.5696708809545,54154,71675,423.2807243258818,226.9809893930647,1733.3417137189465,available
fish3+4,143.15,4907,245.35,20.0,20.0,116.45177674217254,69.91001312782599,53.2,7200.189609404625,337.6895489682235,130465,41175,418.32021027272543,243.6233656777276,3271.2435759504533,available
fish3+4,143.15,5039,251.95,20.0,20.0,98.92557772135662,69.91000124211965,25.73333333333333,6344.6340538490695,308.73217458755926,30770,832,538.4945181762506,243.9741203326755,1397.868638508926,available
fish3+4,143.15,5160,258.0,20.0,20.0,95.22560488172238,66.79423464032239,25.6,4376.79180887372,276.3774195059496,25962,550,418.3304243506914,245.8474672953288,1183.4178916460205,available
fish3+4,143.15,5259,262.95,20.0,20.0,92.49930910514978,69.91000124211965,28.266666666666666,5455.517633674629,287.2563392173057,42595,4932,368.0510112837992,237.5181444793277,1457.4691557631268,available
fish3+4,143.15,5436,271.8,20.0,20.0,100.67820832057392,69.91001312782599,29.73333333333333,6211.490329920363,300.1445146258836,21872,6651,419.9084807067872,241.75916662326384,1099.107647330051,available
fish3+4,143.15,5458,272.9,20.0,20.0,96.89327050919532,69.99533467076041,29.066666666666663,6066.2116040955625,299.2642274807171,19276,4478,424.8180811733669,237.47288408368425,1047.810965257051,available
fish3+4,143.15,5651,282.55,20.0,20.0,89.87719748746716,52.144869809680245,25.73333333333333,3314.1827834660594,249.8092805165796,6915,428,448.0098479953154,241.6721386540626,827.9819866493781,available
fish3+4,143.15,5788,289.4,20.0,20.0,110.45023195618352,48.25689481007313,41.46666666666667,3523.6822146378454,257.6616642432441,41595,35801,589.4636402872534,230.013925633706,1651.3775659209591,available
fish3+4,143.15,5864,293.2,20.0,20.0,124.435928659278,69.91001312782599,52.66666666666666,6466.970041714068,324.8951359737203,57307,1551,446.5484258653429,234.3489811019791,1827.037406967322,available
fish3+4,143.15,5925,296.25,20.0,20.0,124.43590488786532,69.91000124211965,30.53333333333333,7537.959802806218,343.03737588965265,45800,1958,442.5840409070427,231.85095052066376,1590.4349914277063,available
fish3+4,143.15,6110,305.5,20.0,20.0,105.0506863104168,51.447749361649336,31.33333333333333,3799.203640500568,260.7170246675857,34369,3706,420.9608851803626,240.8415364201865,1349.1824216005489,available
fish3+4,143.15,6212,310.6,20.0,20.0,96.97823548093967,69.325806889989,29.73333333333333,5580.73568448995,292.91288410546946,36840,1570,403.9406020928089,239.94703447544305,1380.687636568252,available
fish3+4,143.15,6287,314.35,20.0,20.0,98.40787201047068,58.99117928780846,30.4,4173.056503602578,261.4477812931197,19852,3440,412.02624374274745,241.06688104311624,1050.1331247858636,available
fish3+4,143.15,6422,321.1,20.0,20.0,101.2226568707163,26.02905801956616,25.866666666666667,1552.0857034508908,220.11850716929143,7331,474,430.7085320908536,240.4600781154632,817.7886102063168,available
fish3+4,143.15,6586,329.3,20.0,20.0,99.8560264704735,24.66458933216324,1.8666666666666667,1444.671975729996,218.31964716170805,6665,254,416.5731580493313,243.6877376301129,793.5608956794442,available
fish3+4,143.15,6700,335.0,20.0,20.0,99.72426153003036,31.0242341072158,33.733333333333334,1790.424725066363,226.84566313782736,6946,928,432.3070529498631,240.57321932804328,811.8002722779063,available
